Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,7.940000057220459,8.239999771118164,7.849999904632568,8.109999656677246,8.109999656677246,2531700
2022-01-04,8.170000076293945,8.218000411987305,7.550000190734863,7.75,7.75,3278500
2022-01-05,7.75,7.875,7.130000114440918,7.289999961853027,7.289999961853027,4277000
2022-01-06,7.429999828338623,7.429999828338623,6.940000057220459,6.980000019073486,6.980000019073486,4312400
2022-01-07,7.019999980926514,7.329999923706055,6.900000095367432,7.0,7.0,2757900
2022-01-10,6.940000057220459,7.010000228881836,6.559999942779541,6.849999904632568,6.849999904632568,3451600
2022-01-11,6.840000152587891,7.380000114440918,6.71999979019165,7.25,7.25,2930300
2022-01-12,7.300000190734863,7.409999847412109,7.110000133514404,7.159999847412109,7.159999847412109,1407800
2022-01-13,7.190000057220459,7.25,6.800000190734863,6.860000133514404,6.860000133514404,2136900
2022-01-14,6.849999904632568,6.994999885559082,6.519999980926514,6.739999771118164,6.739999771118164,2765900
2022-01-18,6.61299991607666,6.65500020980835,6.289999961853027,6.300000190734863,6.300000190734863,3314300
2022-01-19,6.389999866485596,6.414000034332275,6.010000228881836,6.019999980926514,6.019999980926514,3206600
2022-01-20,6.179999828338623,6.349999904632568,5.894999980926514,5.929999828338623,5.929999828338623,2862500
2022-01-21,5.96999979019165,5.989999771118164,5.539999961853027,5.539999961853027,5.539999961853027,5950500
2022-01-24,5.474999904632568,5.670000076293945,4.96999979019165,5.630000114440918,5.630000114440918,6324400
2022-01-25,5.480000019073486,5.744999885559082,5.260000228881836,5.610000133514404,5.610000133514404,3371600
2022-01-26,5.914999961853027,6.3520002365112305,5.730000019073486,5.769999980926514,5.769999980926514,5221200
2022-01-27,5.8480000495910645,5.849999904632568,5.199999809265137,5.269999980926514,5.269999980926514,4211200
2022-01-28,5.269999980926514,5.40500020980835,5.03000020980835,5.389999866485596,5.389999866485596,3283000
2022-01-31,5.449999809265137,6.139999866485596,5.429999828338623,6.119999885559082,6.119999885559082,3026800
2022-02-01,6.170000076293945,6.460000038146973,6.039999961853027,6.329999923706055,6.329999923706055,2756700
2022-02-02,6.369999885559082,6.369999885559082,5.78000020980835,5.940000057220459,5.940000057220459,3002900
2022-02-03,5.800000190734863,5.940999984741211,5.619999885559082,5.619999885559082,5.619999885559082,2137400
2022-02-04,5.659999847412109,5.96999979019165,5.550000190734863,5.849999904632568,5.849999904632568,2307400
2022-02-07,5.889999866485596,6.15500020980835,5.78000020980835,5.849999904632568,5.849999904632568,1696500
2022-02-08,5.849999904632568,6.189000129699707,5.78000020980835,6.139999866485596,6.139999866485596,1902700
2022-02-09,6.21999979019165,6.340000152587891,6.059999942779541,6.340000152587891,6.340000152587891,1879900
2022-02-10,6.079999923706055,6.440000057220459,5.985000133514404,6.050000190734863,6.050000190734863,2261500
2022-02-11,6.059999942779541,6.230000019073486,5.760000228881836,5.849999904632568,5.849999904632568,2690000
2022-02-14,5.800000190734863,6.360000133514404,5.769999980926514,5.949999809265137,5.949999809265137,4511600
2022-02-15,6.090000152587891,6.295000076293945,6.0,6.21999979019165,6.21999979019165,1969600
2022-02-16,6.170000076293945,6.28000020980835,6.059999942779541,6.25,6.25,1710900
2022-02-17,6.110000133514404,6.420000076293945,6.0,6.019999980926514,6.019999980926514,2293300
2022-02-18,6.10099983215332,6.127999782562256,5.610000133514404,5.690000057220459,5.690000057220459,2331400
2022-02-22,5.603000164031982,5.775000095367432,5.304999828338623,5.389999866485596,5.389999866485596,2610200
2022-02-23,5.53000020980835,5.570000171661377,5.119999885559082,5.130000114440918,5.130000114440918,2009900
2022-02-24,4.920000076293945,5.710000038146973,4.900000095367432,5.690000057220459,5.690000057220459,2857800
2022-02-25,5.78000020980835,5.815000057220459,5.460000038146973,5.75,5.75,2527000
2022-02-28,5.71999979019165,5.840000152587891,5.539999961853027,5.739999771118164,5.739999771118164,3091700
2022-03-01,5.309999942779541,5.78000020980835,5.309999942779541,5.46999979019165,5.46999979019165,3717500
2022-03-02,5.559999942779541,5.605000019073486,5.28000020980835,5.590000152587891,5.590000152587891,2077100
2022-03-03,5.590000152587891,5.619999885559082,5.110000133514404,5.230000019073486,5.230000019073486,2796600
2022-03-04,5.199999809265137,5.300000190734863,4.829999923706055,4.909999847412109,4.909999847412109,3142700
2022-03-07,4.949999809265137,5.170000076293945,4.889999866485596,4.949999809265137,4.949999809265137,2221800
2022-03-08,4.960000038146973,5.25,4.809999942779541,5.039999961853027,5.039999961853027,2617800
