Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,72.2699966430664,72.69000244140625,71.61000061035156,72.58000183105469,67.43988037109375,6622500
2022-01-04,72.61000061035156,73.4000015258789,72.18000030517578,72.20999908447266,67.0960693359375,6784100
2022-01-05,72.44000244140625,73.05000305175781,71.97000122070312,72.18000030517578,67.06819915771484,7799500
2022-01-06,71.68000030517578,72.08999633789062,71.33999633789062,71.58999633789062,66.51997375488281,7368200
2022-01-07,71.37999725341797,71.75,70.83000183105469,71.26000213623047,66.2133560180664,7119600
2022-01-10,71.98999786376953,72.25,71.41999816894531,72.08999633789062,66.98456573486328,10362300
2022-01-11,72.1500015258789,72.56999969482422,71.47000122070312,72.37000274658203,67.2447509765625,8932000
2022-01-12,71.95999908447266,72.5199966430664,71.66000366210938,72.25,67.13324737548828,7206200
2022-01-13,71.98999786376953,72.45999908447266,71.44999694824219,71.87999725341797,66.7894515991211,6711300
2022-01-14,72.06999969482422,72.13999938964844,71.16000366210938,71.7699966430664,66.6872329711914,8344800
2022-01-18,71.41999816894531,71.5199966430664,70.06999969482422,70.43000030517578,65.44213104248047,8986600
2022-01-19,70.27999877929688,70.6500015258789,69.01000213623047,69.06999969482422,64.17845153808594,8217700
2022-01-20,69.06999969482422,69.30999755859375,67.7699966430664,67.80999755859375,63.00768280029297,8639700
2022-01-21,68.12000274658203,69.06999969482422,67.69000244140625,68.51000213623047,63.658111572265625,14843200
2022-01-24,68.54000091552734,69.33999633789062,66.77999877929688,68.56999969482422,63.7138557434082,12909000
2022-01-25,68.05000305175781,69.37000274658203,67.88999938964844,68.83999633789062,63.964725494384766,9239400
2022-01-26,67.30999755859375,68.55999755859375,66.95999908447266,67.33999633789062,62.57097244262695,11280400
2022-01-27,67.41000366210938,68.69000244140625,67.22000122070312,67.2699966430664,62.50593185424805,9323200
2022-01-28,67.37000274658203,68.87000274658203,67.0199966430664,68.86000061035156,63.98332595825195,11514100
2022-01-31,68.63999938964844,68.8499984741211,68.19000244140625,68.68000030517578,63.816070556640625,9252700
2022-02-01,68.79000091552734,68.80000305175781,67.91000366210938,68.47000122070312,63.62093734741211,10463700
2022-02-02,65.5,66.01000213623047,64.0199966430664,65.81999969482422,61.15861129760742,18365000
2022-02-03,65.58000183105469,66.37999725341797,65.06999969482422,65.38999938964844,60.759063720703125,12479500
2022-02-04,64.94999694824219,65.61000061035156,63.869998931884766,63.900001525878906,59.37458801269531,12392800
2022-02-07,63.9900016784668,64.22000122070312,63.279998779296875,63.7599983215332,59.2444953918457,14361400
2022-02-08,63.83000183105469,64.33999633789062,63.47999954223633,63.70000076293945,59.188751220703125,12044800
2022-02-09,63.88999938964844,63.97999954223633,63.29999923706055,63.380001068115234,58.891422271728516,13164800
2022-02-10,63.11000061035156,63.11000061035156,61.709999084472656,61.790000915527344,57.41402053833008,14978000
2022-02-11,62.040000915527344,62.880001068115234,61.7599983215332,62.06999969482422,57.674190521240234,13195400
2022-02-14,62.09000015258789,62.150001525878906,60.81999969482422,61.11000061035156,56.78218078613281,11343500
2022-02-15,61.119998931884766,61.52000045776367,60.970001220703125,61.33000183105469,56.986602783203125,10515300
2022-02-16,61.20000076293945,62.25,61.15999984741211,61.900001525878906,57.516231536865234,21855900
2022-02-17,61.56999969482422,61.70000076293945,60.91999816894531,61.290000915527344,56.94942855834961,13338200
2022-02-18,61.400001525878906,61.65999984741211,60.97999954223633,61.04999923706055,56.7264289855957,11930700
2022-02-22,60.88999938964844,61.290000915527344,60.689998626708984,60.97999954223633,56.661380767822266,10781500
