Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,23.950000762939453,25.360000610351562,23.829999923706055,25.309999465942383,23.672109603881836,1017300
2022-01-04,25.700000762939453,27.1299991607666,25.649999618530273,26.649999618530273,24.925392150878906,1481000
2022-01-05,27.030000686645508,27.43000030517578,26.530000686645508,26.809999465942383,25.075035095214844,1571900
2022-01-06,27.56999969482422,28.5,27.459999084472656,27.809999465942383,26.010324478149414,1464100
2022-01-07,27.799999237060547,28.329999923706055,27.5,27.780000686645508,25.982267379760742,793400
2022-01-10,27.93000030517578,28.209999084472656,27.360000610351562,28.059999465942383,26.2441463470459,967200
2022-01-11,28.600000381469727,30.020000457763672,28.15999984741211,29.40999984741211,27.506786346435547,1514200
2022-01-12,29.389999389648438,29.510000228881836,28.329999923706055,28.559999465942383,26.711788177490234,2083300
2022-01-13,28.780000686645508,29.450000762939453,28.610000610351562,28.8799991607666,27.011079788208008,898500
2022-01-14,28.719999313354492,30.6299991607666,28.700000762939453,30.399999618530273,28.43271827697754,1117400
2022-01-18,31.110000610351562,31.239999771118164,28.760000228881836,29.31999969482422,27.422607421875,1782200
2022-01-19,29.799999237060547,29.799999237060547,28.5,28.860000610351562,26.99237632751465,957300
2022-01-20,28.559999465942383,29.260000228881836,27.670000076293945,27.75,25.954208374023438,1171000
2022-01-21,27.440000534057617,28.059999465942383,26.709999084472656,26.969999313354492,25.224681854248047,1829600
2022-01-24,26.010000228881836,28.149999618530273,25.559999465942383,28.06999969482422,26.25349998474121,1533500
2022-01-25,27.670000076293945,29.600000381469727,27.040000915527344,29.190000534057617,27.3010196685791,1410100
2022-01-26,29.5,29.8700008392334,27.860000610351562,28.270000457763672,26.440555572509766,1375900
2022-01-27,29.18000030517578,29.31999969482422,27.239999771118164,27.68000030517578,25.88874053955078,1517900
2022-01-28,27.5,28.540000915527344,27.020000457763672,28.440000534057617,26.59955596923828,1907800
2022-01-31,28.040000915527344,29.299999237060547,27.709999084472656,28.700000762939453,26.84273338317871,1770100
2022-02-01,29.56999969482422,30.799999237060547,29.350000381469727,30.3799991607666,28.414011001586914,2519600
2022-02-02,30.540000915527344,30.670000076293945,29.219999313354492,29.850000381469727,27.918310165405273,1674900
2022-02-03,29.700000762939453,30.329999923706055,29.290000915527344,30.299999237060547,28.339187622070312,1526000
2022-02-04,30.610000610351562,32.790000915527344,30.190000534057617,32.47999954223633,30.37811279296875,2163600
2022-02-07,31.950000762939453,32.9900016784668,31.549999237060547,32.34000015258789,30.247173309326172,1506200
2022-02-08,32.59000015258789,32.849998474121094,31.860000610351562,32.59000015258789,30.48099708557129,1427500
2022-02-09,32.619998931884766,33.16999816894531,32.25,32.619998931884766,30.50905418395996,1345400
2022-02-10,32.18000030517578,33.58000183105469,32.130001068115234,32.63999938964844,30.763532638549805,1488200
2022-02-11,32.79999923706055,34.27000045776367,32.720001220703125,34.0099983215332,32.054771423339844,1507500
2022-02-14,33.72999954223633,34.099998474121094,33.0099983215332,33.540000915527344,31.61178970336914,1077300
2022-02-15,32.650001525878906,34.349998474121094,32.38999938964844,34.2599983215332,32.29039764404297,1221300
2022-02-16,34.5,35.349998474121094,34.41999816894531,35.119998931884766,33.100955963134766,1804400
2022-02-17,34.75,35.459999084472656,34.02000045776367,34.560001373291016,32.57315444946289,1116600
2022-02-18,33.83000183105469,34.45000076293945,33.20000076293945,33.61000061035156,31.677762985229492,1020600
2022-02-22,34.52000045776367,34.560001373291016,32.790000915527344,33.119998931884766,31.2159366607666,1039800
2022-02-23,33.52000045776367,34.029998779296875,33.02000045776367,33.599998474121094,31.668336868286133,1148800
2022-02-24,34.209999084472656,34.310001373291016,32.540000915527344,33.68000030517578,31.743743896484375,1521000
2022-02-25,33.810001373291016,34.29999923706055,33.439998626708984,34.22999954223633,32.26212692260742,1491200
2022-02-28,33.68000030517578,36.279998779296875,33.61000061035156,36.22999954223633,34.14714050292969,2394500
